trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.5, 'e': 0.9323273456060345}",35,8,-76.32376858006037,"{0: 16, 1: 5, 2: 5, 3: 1, 4: 0}",1
186,False,"{'a': 0.5, 'e': 0.9316022505701886}",30,0,-340.16612451812745,"{0: 12, 1: 5, 2: 5, 3: 2, 4: 6}",0
187,False,"{'a': 0.5, 'e': 0.9308734291265828}",20,0,-145.39326558082374,"{0: 13, 1: 0, 2: 2, 3: 3, 4: 2}",0
188,False,"{'a': 0.5, 'e': 0.9301408841905014}",25,0,-92.31199689752674,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 1}",0
189,False,"{'a': 0.5, 'e': 0.9294046186921237}",30,0,-188.68554500490416,"{0: 17, 1: 4, 2: 5, 3: 1, 4: 3}",0
190,False,"{'a': 0.5, 'e': 0.9286646355765102}",30,0,-174.54928966309166,"{0: 16, 1: 3, 2: 8, 3: 1, 4: 2}",0
191,False,"{'a': 0.5, 'e': 0.9279209378035927}",20,0,-24.662311335405995,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
192,False,"{'a': 0.5, 'e': 0.9271735283481612}",25,0,-27.72870039160827,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
193,False,"{'a': 0.5, 'e': 0.9264224101998526}",20,0,-154.2641780385514,"{0: 12, 1: 1, 2: 2, 3: 3, 4: 2}",0
194,False,"{'a': 0.5, 'e': 0.9256675863631385}",25,0,-115.08609148124867,"{0: 14, 1: 4, 2: 5, 3: 1, 4: 1}",0
195,False,"{'a': 0.5, 'e': 0.9249090598573131}",30,0,-141.41304022383684,"{0: 16, 1: 7, 2: 5, 3: 0, 4: 2}",0
196,False,"{'a': 0.5, 'e': 0.9241468337164814}",20,0,-40.26510811225158,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
197,False,"{'a': 0.5, 'e': 0.9233809109895471}",25,0,-119.15579469130796,"{0: 15, 1: 2, 2: 5, 3: 2, 4: 1}",0
198,False,"{'a': 0.5, 'e': 0.9226112947402}",30,0,-122.34710408200391,"{0: 19, 1: 3, 2: 5, 3: 2, 4: 1}",0
199,False,"{'a': 0.5, 'e': 0.9218379880469041}",25,0,-192.84556054310775,"{0: 10, 1: 5, 2: 6, 3: 2, 4: 2}",0
200,False,"{'a': 0.5, 'e': 0.9210609940028851}",20,0,-69.83208302878184,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
201,False,"{'a': 0.5, 'e': 0.9202803157161181}",20,0,-54.190043740485095,"{0: 11, 1: 5, 2: 4, 3: 0, 4: 0}",1
202,False,"{'a': 0.5, 'e': 0.9194959563093155}",25,0,-94.59800079839935,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
203,False,"{'a': 0.5, 'e': 0.9187079189199134}",20,0,-88.62640241620056,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
204,False,"{'a': 0.5, 'e': 0.9179162067000607}",25,0,-132.2729441907304,"{0: 15, 1: 4, 2: 3, 3: 1, 4: 2}",0
205,False,"{'a': 0.5, 'e': 0.9171208228166051}",25,0,-90.73906641036122,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
206,False,"{'a': 0.5, 'e': 0.916321770451081}",25,6,-105.29446024514755,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 2}",1
207,False,"{'a': 0.5, 'e': 0.9155190527996969}",25,0,-77.65644225262476,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
208,False,"{'a': 0.5, 'e': 0.9147126730733223}",25,0,-111.31527301791161,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
209,False,"{'a': 0.5, 'e': 0.913902634497475}",25,0,-46.492104621165375,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
210,False,"{'a': 0.5, 'e': 0.9130889403123083}",20,0,-100.13634131052002,"{0: 12, 1: 5, 2: 1, 3: 0, 4: 2}",0
211,False,"{'a': 0.5, 'e': 0.9122715937725977}",30,0,-152.7322778389654,"{0: 20, 1: 2, 2: 5, 3: 0, 4: 3}",0
212,False,"{'a': 0.5, 'e': 0.9114505981477284}",25,0,-87.86935514237085,"{0: 18, 1: 4, 2: 1, 3: 0, 4: 2}",0
213,False,"{'a': 0.5, 'e': 0.9106259567216819}",30,3,-203.00697447928184,"{0: 11, 1: 4, 2: 8, 3: 2, 4: 2}",1
214,False,"{'a': 0.5, 'e': 0.9097976727930226}",20,5,-85.54585537685652,"{0: 9, 1: 0, 2: 4, 3: 1, 4: 1}",1
215,False,"{'a': 0.5, 'e': 0.9089657496748851}",30,0,-241.27314200334897,"{0: 14, 1: 3, 2: 8, 3: 2, 4: 3}",0
216,False,"{'a': 0.5, 'e': 0.9081301906949609}",30,0,-152.11950192668724,"{0: 22, 1: 0, 2: 4, 3: 1, 4: 3}",0
217,False,"{'a': 0.5, 'e': 0.9072909991954848}",25,0,-122.47289449686842,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
218,False,"{'a': 0.5, 'e': 0.9064481785332217}",20,0,-137.0721188418183,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
219,False,"{'a': 0.5, 'e': 0.9056017320794529}",20,0,-59.680727603823755,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
220,False,"{'a': 0.5, 'e': 0.9047516632199635}",20,0,-88.7298481860841,"{0: 11, 1: 1, 2: 6, 3: 2, 4: 0}",0
221,False,"{'a': 0.5, 'e': 0.9038979753550274}",35,0,-177.94585681367036,"{0: 25, 1: 2, 2: 3, 3: 2, 4: 3}",0
222,False,"{'a': 0.5, 'e': 0.903040671899395}",25,0,-127.83522952290821,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
223,False,"{'a': 0.5, 'e': 0.9021797562822791}",20,1,-92.35686125229569,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 1}",1
224,False,"{'a': 0.5, 'e': 0.901315231947341}",30,15,-29.124748735580088,"{0: 9, 1: 3, 2: 3, 3: 0, 4: 0}",1
225,False,"{'a': 0.5, 'e': 0.9004471023526769}",20,0,-85.0927181545176,"{0: 12, 1: 0, 2: 7, 3: 1, 4: 0}",0
226,False,"{'a': 0.5, 'e': 0.899575370970804}",20,9,-26.79159351821826,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.8987000412886466}",25,8,-89.26463340859083,"{0: 10, 1: 1, 2: 4, 3: 1, 4: 1}",1
228,False,"{'a': 0.5, 'e': 0.8978211168075223}",25,0,-1.5867701604741211,"{0: 22, 1: 2, 2: 0, 3: 1, 4: 0}",0
229,False,"{'a': 0.5, 'e': 0.896938601043128}",25,0,-90.80175514034104,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
230,False,"{'a': 0.5, 'e': 0.8960524975255253}",30,0,-91.56867742267545,"{0: 20, 1: 4, 2: 4, 3: 1, 4: 1}",0
231,False,"{'a': 0.5, 'e': 0.8951628097991272}",30,0,-165.7862424864042,"{0: 16, 1: 6, 2: 5, 3: 1, 4: 2}",0
232,False,"{'a': 0.5, 'e': 0.8942695414226836}",25,0,-147.0717121950381,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
233,False,"{'a': 0.5, 'e': 0.8933726959692665}",20,0,-77.08889173150922,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
234,False,"{'a': 0.5, 'e': 0.8924722770262568}",20,0,-163.69524825446385,"{0: 10, 1: 2, 2: 3, 3: 3, 4: 2}",0
235,False,"{'a': 0.5, 'e': 0.8915682881953289}",25,0,-183.7135000913816,"{0: 14, 1: 4, 2: 2, 3: 2, 4: 3}",0
236,False,"{'a': 0.5, 'e': 0.890660733092437}",25,0,-137.21977968660624,"{0: 15, 1: 1, 2: 7, 3: 0, 4: 2}",0
237,False,"{'a': 0.5, 'e': 0.8897496153478003}",25,4,-23.280910185850473,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.8888349386058886}",20,0,-117.8398353867469,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
239,False,"{'a': 0.5, 'e': 0.8879167065254074}",25,0,-33.60750284821941,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
240,False,"{'a': 0.5, 'e': 0.8869949227792842}",25,0,-111.83681710809147,"{0: 12, 1: 5, 2: 6, 3: 2, 4: 0}",0
241,False,"{'a': 0.5, 'e': 0.8860695910546524}",30,0,-191.39114984317422,"{0: 19, 1: 3, 2: 4, 3: 0, 4: 4}",0
242,False,"{'a': 0.5, 'e': 0.8851407150528379}",20,0,-79.80703369199682,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
243,False,"{'a': 0.5, 'e': 0.8842082984893433}",20,0,-121.10143857119247,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
244,False,"{'a': 0.5, 'e': 0.8832723450938338}",30,0,-36.89257967687411,"{0: 23, 1: 1, 2: 6, 3: 0, 4: 0}",0
245,False,"{'a': 0.5, 'e': 0.8823328586101216}",30,0,-146.2599473133143,"{0: 17, 1: 4, 2: 7, 3: 0, 4: 2}",0
246,False,"{'a': 0.5, 'e': 0.8813898427961513}",20,0,-49.16399151684346,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
247,False,"{'a': 0.5, 'e': 0.880443301423985}",25,0,-84.8888669309035,"{0: 16, 1: 5, 2: 2, 3: 1, 4: 1}",0
248,False,"{'a': 0.5, 'e': 0.879493238279787}",25,10,-36.578008079523585,"{0: 9, 1: 1, 2: 5, 3: 0, 4: 0}",1
249,False,"{'a': 0.5, 'e': 0.8785396571638084}",20,0,-82.33002799266606,"{0: 14, 1: 2, 2: 1, 3: 2, 4: 1}",0
250,False,"{'a': 0.5, 'e': 0.8775825618903728}",30,0,-136.56974916108052,"{0: 18, 1: 6, 2: 3, 3: 1, 4: 2}",0
251,False,"{'a': 0.5, 'e': 0.8766219562878595}",25,0,-201.2892697667106,"{0: 13, 1: 2, 2: 5, 3: 2, 4: 3}",0
252,False,"{'a': 0.5, 'e': 0.87565784419869}",25,0,-87.65561370729041,"{0: 16, 1: 1, 2: 6, 3: 2, 4: 0}",0
253,False,"{'a': 0.5, 'e': 0.8746902294793112}",20,0,-120.39816255191785,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
254,False,"{'a': 0.5, 'e': 0.8737191160001807}",20,0,-106.05379841221597,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
255,False,"{'a': 0.5, 'e': 0.8727445076457513}",25,0,-110.63044741920777,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 1}",0
256,False,"{'a': 0.5, 'e': 0.8717664083144548}",25,0,-185.90278083863868,"{0: 12, 1: 3, 2: 7, 3: 0, 4: 3}",0
257,False,"{'a': 0.5, 'e': 0.8707848219186876}",20,0,-188.9786674413346,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 4}",0
258,False,"{'a': 0.5, 'e': 0.8697997523847936}",30,0,-69.39438061597312,"{0: 23, 1: 3, 2: 2, 3: 1, 4: 1}",0
259,False,"{'a': 0.5, 'e': 0.8688112036530499}",20,0,-151.8817579889791,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 4}",0
260,False,"{'a': 0.5, 'e': 0.8678191796776499}",30,0,-138.08015807186206,"{0: 18, 1: 3, 2: 6, 3: 2, 4: 1}",0
261,False,"{'a': 0.5, 'e': 0.8668236844266883}",20,0,-9.31749347363889,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
262,False,"{'a': 0.5, 'e': 0.8658247218821449}",20,15,2.2624128440151363,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.8648222960398682}",35,0,-191.34129024842628,"{0: 20, 1: 7, 2: 4, 3: 1, 4: 3}",0
264,False,"{'a': 0.5, 'e': 0.8638164109095605}",20,0,-79.32842068918885,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
265,False,"{'a': 0.5, 'e': 0.862807070514761}",20,0,-137.47950288805956,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
266,False,"{'a': 0.5, 'e': 0.8617942788928298}",20,0,-55.33405009471419,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
267,False,"{'a': 0.5, 'e': 0.8607780400949321}",25,0,-209.8057424682285,"{0: 12, 1: 2, 2: 7, 3: 1, 4: 3}",0
268,False,"{'a': 0.5, 'e': 0.8597583581860216}",25,0,-171.63575826082376,"{0: 13, 1: 2, 2: 6, 3: 2, 4: 2}",0
269,False,"{'a': 0.5, 'e': 0.8587352372448249}",20,7,-66.19051464749906,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 1}",1
270,False,"{'a': 0.5, 'e': 0.8577086813638242}",25,5,-21.192365812063713,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.8566786946492415}",20,16,6.112611005355028,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.8556452812210225}",25,0,-125.36227449514182,"{0: 14, 1: 3, 2: 5, 3: 2, 4: 1}",0
273,False,"{'a': 0.5, 'e': 0.8546084452128195}",30,0,-65.1281682722096,"{0: 22, 1: 2, 2: 4, 3: 2, 4: 0}",0
274,False,"{'a': 0.5, 'e': 0.8535681907719751}",30,0,-162.88328760732395,"{0: 17, 1: 3, 2: 7, 3: 1, 4: 2}",0
275,False,"{'a': 0.5, 'e': 0.8525245220595057}",20,0,-60.7422940560982,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
276,False,"{'a': 0.5, 'e': 0.8514774432500848}",20,0,-108.98670769591968,"{0: 12, 1: 3, 2: 1, 3: 3, 4: 1}",0
277,False,"{'a': 0.5, 'e': 0.8504269585320262}",25,0,-159.29806960078102,"{0: 13, 1: 2, 2: 7, 3: 1, 4: 2}",0
278,False,"{'a': 0.5, 'e': 0.8493730721072673}",20,0,-83.17954048592635,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
279,False,"{'a': 0.5, 'e': 0.8483157881913526}",20,0,-63.027293482578685,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
280,False,"{'a': 0.5, 'e': 0.8472551110134161}",30,12,-95.24559766204958,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 2}",1
281,False,"{'a': 0.5, 'e': 0.8461910448161652}",25,4,-69.19142638126799,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 1}",1
282,False,"{'a': 0.5, 'e': 0.8451235938558634}",20,12,-9.46047615666311,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.844052762402313}",20,0,-81.92461017343868,"{0: 14, 1: 2, 2: 1, 3: 2, 4: 1}",0
284,False,"{'a': 0.5, 'e': 0.8429785547388383}",25,0,-8.421009443553471,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
285,False,"{'a': 0.5, 'e': 0.8419009751622687}",20,2,-30.542207099980473,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.840820027982921}",20,0,-149.7551182021038,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
287,False,"{'a': 0.5, 'e': 0.8397357175245823}",20,0,-164.37318410242642,"{0: 10, 1: 3, 2: 4, 3: 0, 4: 3}",0
288,False,"{'a': 0.5, 'e': 0.8386480481244933}",25,0,-122.10482606570828,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
289,False,"{'a': 0.5, 'e': 0.8375570241333301}",20,0,19.53606956716782,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
290,False,"{'a': 0.5, 'e': 0.8364626499151869}",35,0,-183.39322329928058,"{0: 22, 1: 1, 2: 9, 3: 0, 4: 3}",0
291,False,"{'a': 0.5, 'e': 0.8353649298475594}",25,1,-46.80797867121616,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.8342638683213264}",20,0,-112.36937253036005,"{0: 11, 1: 5, 2: 2, 3: 0, 4: 2}",0
293,False,"{'a': 0.5, 'e': 0.8331594697407324}",20,0,-167.25008998324222,"{0: 8, 1: 3, 2: 6, 3: 1, 4: 2}",0
294,False,"{'a': 0.5, 'e': 0.8320517385233703}",30,0,-141.0843268626384,"{0: 20, 1: 4, 2: 3, 3: 0, 4: 3}",0
295,False,"{'a': 0.5, 'e': 0.8309406791001634}",20,4,-68.4426174484315,"{0: 10, 1: 2, 2: 3, 3: 0, 4: 1}",1
296,False,"{'a': 0.5, 'e': 0.8298262959153483}",25,0,-105.65421482903984,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
297,False,"{'a': 0.5, 'e': 0.8287085934264558}",25,0,-48.822122235960904,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
298,False,"{'a': 0.5, 'e': 0.8275875761042946}",30,7,-194.29293672029962,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 3}",1
299,False,"{'a': 0.5, 'e': 0.8264632484329323}",30,14,-19.52867509098963,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 0}",1
300,False,"{'a': 0.5, 'e': 0.8253356149096783}",20,0,-109.14621077464305,"{0: 9, 1: 2, 2: 7, 3: 2, 4: 0}",0
301,False,"{'a': 0.5, 'e': 0.8242046800450651}",20,0,-66.16005282013205,"{0: 9, 1: 6, 2: 5, 3: 0, 4: 0}",0
302,False,"{'a': 0.5, 'e': 0.8230704483628307}",20,0,-24.563010499531458,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
303,False,"{'a': 0.5, 'e': 0.8219329243999003}",20,0,-72.1945029942415,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 1}",0
304,False,"{'a': 0.5, 'e': 0.8207921127063681}",30,0,-146.37753025392993,"{0: 18, 1: 3, 2: 5, 3: 3, 4: 1}",0
305,False,"{'a': 0.5, 'e': 0.8196480178454795}",25,0,-85.90217676920356,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
306,False,"{'a': 0.5, 'e': 0.8185006443936125}",20,0,-27.305685477565603,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
307,False,"{'a': 0.5, 'e': 0.8173499969402591}",20,0,-90.32407005009777,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
308,False,"{'a': 0.5, 'e': 0.8161960800880078}",25,0,-113.47456604268866,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
309,False,"{'a': 0.5, 'e': 0.8150388984525244}",25,0,-117.45506987255591,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
310,False,"{'a': 0.5, 'e': 0.8138784566625339}",20,0,-109.17884260322292,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
311,False,"{'a': 0.5, 'e': 0.812714759359802}",20,2,-76.45317415203291,"{0: 10, 1: 0, 2: 7, 3: 1, 4: 0}",1
312,False,"{'a': 0.5, 'e': 0.8115478111991162}",20,0,-65.1652124169324,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
313,False,"{'a': 0.5, 'e': 0.8103776168482677}",20,0,-79.59910903256538,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
314,False,"{'a': 0.5, 'e': 0.8092041809880323}",20,0,-67.33385535009779,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
315,False,"{'a': 0.5, 'e': 0.8080275083121519}",25,1,-128.20176918079883,"{0: 15, 1: 3, 2: 3, 3: 1, 4: 2}",1
316,False,"{'a': 0.5, 'e': 0.8068476035273155}",20,0,-23.22082082489753,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
317,False,"{'a': 0.5, 'e': 0.8056644713531409}",20,0,-123.95248791268531,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
318,False,"{'a': 0.5, 'e': 0.8044781165221552}",25,0,-89.58213799500565,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
319,False,"{'a': 0.5, 'e': 0.8032885437797759}",25,0,-81.72819555377691,"{0: 15, 1: 2, 2: 7, 3: 1, 4: 0}",0
320,False,"{'a': 0.5, 'e': 0.8020957578842927}",25,13,-25.83211506502264,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
321,False,"{'a': 0.5, 'e': 0.8008997636068472}",25,3,-75.66778810238269,"{0: 15, 1: 1, 2: 5, 3: 0, 4: 1}",1
322,False,"{'a': 0.5, 'e': 0.7997005657314152}",30,0,-103.1889450873799,"{0: 22, 1: 1, 2: 5, 3: 0, 4: 2}",0
323,False,"{'a': 0.5, 'e': 0.7984981690547867}",20,0,-39.454122711296044,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
324,False,"{'a': 0.5, 'e': 0.7972925783865465}",20,0,-47.35338536444337,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
325,False,"{'a': 0.5, 'e': 0.7960837985490559}",35,0,-232.0193523632451,"{0: 22, 1: 2, 2: 5, 3: 2, 4: 4}",0
326,False,"{'a': 0.5, 'e': 0.7948718343774324}",20,0,-79.88561290181464,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
327,False,"{'a': 0.5, 'e': 0.7936566907195313}",20,0,-95.97489227044575,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
328,False,"{'a': 0.5, 'e': 0.7924383724359255}",20,4,-21.334630153359413,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 0}",1
329,False,"{'a': 0.5, 'e': 0.7912168843998866}",25,0,-77.8585691528539,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
330,False,"{'a': 0.5, 'e': 0.7899922314973651}",30,0,-127.36589635165872,"{0: 18, 1: 6, 2: 2, 3: 3, 4: 1}",0
331,False,"{'a': 0.5, 'e': 0.7887644186269709}",20,0,-59.93302069252842,"{0: 12, 1: 4, 2: 2, 3: 2, 4: 0}",0
332,False,"{'a': 0.5, 'e': 0.7875334506999538}",20,0,-37.03513523975799,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
333,False,"{'a': 0.5, 'e': 0.7862993326401839}",20,5,-34.7868315893369,"{0: 10, 1: 2, 2: 2, 3: 1, 4: 0}",1
334,False,"{'a': 0.5, 'e': 0.785062069384132}",25,0,-70.01677353913887,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
335,False,"{'a': 0.5, 'e': 0.7838216658808492}",30,5,-141.38752651768777,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",1
336,False,"{'a': 0.5, 'e': 0.7825781270919481}",20,0,-127.85277989551496,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
337,False,"{'a': 0.5, 'e': 0.781331457991582}",25,1,-90.51749898192926,"{0: 15, 1: 4, 2: 3, 3: 1, 4: 1}",1
338,False,"{'a': 0.5, 'e': 0.7800816635664256}",20,0,-48.27170367382842,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
339,False,"{'a': 0.5, 'e': 0.7788287488156552}",30,0,-240.93744441299762,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 5}",0
340,False,"{'a': 0.5, 'e': 0.7775727187509279}",20,0,-48.174340375481876,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
341,False,"{'a': 0.5, 'e': 0.7763135783963624}",20,12,13.68534956831092,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.5, 'e': 0.7750513327885183}",20,0,-91.89986734635686,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
343,False,"{'a': 0.5, 'e': 0.7737859869763766}",20,0,-54.11808310518472,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
344,False,"{'a': 0.5, 'e': 0.7725175460213186}",20,2,-120.48110326149326,"{0: 11, 1: 0, 2: 4, 3: 1, 4: 2}",1
345,False,"{'a': 0.5, 'e': 0.7712460149971065}",20,0,-235.85883908055098,"{0: 8, 1: 3, 2: 3, 3: 2, 4: 4}",0
346,False,"{'a': 0.5, 'e': 0.7699713989898629}",25,0,-117.97889982903024,"{0: 14, 1: 2, 2: 8, 3: 0, 4: 1}",0
347,False,"{'a': 0.5, 'e': 0.7686937030980499}",25,2,-17.13209371063259,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 0}",1
348,False,"{'a': 0.5, 'e': 0.7674129324324493}",20,10,-5.373889641012704,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
349,False,"{'a': 0.5, 'e': 0.7661290921161423}",20,2,-55.54165840134715,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 1}",1
350,False,"{'a': 0.5, 'e': 0.7648421872844884}",20,0,-119.80778140650948,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
351,False,"{'a': 0.5, 'e': 0.7635522230851051}",20,0,-110.98860512360997,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 3}",0
352,False,"{'a': 0.5, 'e': 0.7622592046778476}",25,0,-203.69524750877963,"{0: 12, 1: 5, 2: 4, 3: 0, 4: 4}",0
353,False,"{'a': 0.5, 'e': 0.7609631372347876}",20,0,-38.214875447179494,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
354,False,"{'a': 0.5, 'e': 0.7596640259401933}",20,0,-115.55633053629067,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
355,False,"{'a': 0.5, 'e': 0.7583618759905082}",30,0,-65.30888019495075,"{0: 22, 1: 2, 2: 5, 3: 0, 4: 1}",0
356,False,"{'a': 0.5, 'e': 0.7570566925943303}",25,0,-46.94248752349998,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
357,False,"{'a': 0.5, 'e': 0.7557484809723913}",20,0,-75.75885970620585,"{0: 13, 1: 0, 2: 5, 3: 2, 4: 0}",0
358,False,"{'a': 0.5, 'e': 0.7544372463575362}",30,0,-187.99417880983682,"{0: 17, 1: 5, 2: 4, 3: 1, 4: 3}",1
359,False,"{'a': 0.5, 'e': 0.7531229939947015}",30,19,-12.104179875403139,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
360,False,"{'a': 0.5, 'e': 0.751805729140895}",20,0,-33.206340350142575,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
361,False,"{'a': 0.5, 'e': 0.7504854570651743}",30,0,-137.53273183395007,"{0: 18, 1: 1, 2: 8, 3: 2, 4: 1}",0
362,False,"{'a': 0.5, 'e': 0.7491621830486261}",25,0,-92.8026626943185,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
363,False,"{'a': 0.5, 'e': 0.7478359123843445}",20,0,-55.127307176831344,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
364,False,"{'a': 0.5, 'e': 0.7465066503774105}",25,5,-66.91757096967146,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",1
365,False,"{'a': 0.5, 'e': 0.7451744023448704}",25,17,-31.16721093805457,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
366,False,"{'a': 0.5, 'e': 0.7438391736157144}",25,0,-78.18702720285805,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
367,False,"{'a': 0.5, 'e': 0.7425009695308558}",25,14,-54.06085681345696,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 1}",1
368,False,"{'a': 0.5, 'e': 0.7411597954431091}",25,15,-6.336857065849509,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
